62	-0.069712	-0.201915	0.001417
63	0.030294	-0.201903	0.001526
64	0.130300	-0.201886	0.001637
65	0.230318	-0.201866	0.001747
66	-0.169701	-0.301944	0.001449
67	-0.069698	-0.301933	0.001579
68	0.030315	-0.301909	0.001695
69	0.130307	-0.301886	0.001807
70	0.230344	-0.301856	0.001925
71	-0.169693	-0.401937	0.001656
72	0.230352	-0.401868	0.002098
73	0.330192	0.495814	0.000626
74	0.430206	0.495825	0.000730
75	0.530206	0.495846	0.000858
76	0.630233	0.495862	0.000946
77	0.330209	0.398153	0.000799
78	0.430218	0.398172	0.000912
79	0.530242	0.398183	0.001016
80	0.630245	0.398208	0.001115
81	0.730267	0.398219	0.001239
82	0.330229	0.298139	0.000987
83	0.430235	0.298168	0.001093
84	0.530256	0.298181	0.001202
85	0.630265	0.298211	0.001303
86	0.730277	0.298208	0.001419
87	0.330247	0.198148	0.001164
88	0.430262	0.198162	0.001262
89	0.530261	0.198187	0.001371
90	0.630286	0.198205	0.001468
91	0.730303	0.198221	0.001568
92	0.530287	0.098191	0.001551
93	0.530306	-0.001811	0.001727
94	0.330306	-0.101849	0.001690
95	0.430323	-0.101830	0.001789
96	0.530329	-0.101815	0.001900
97	0.630344	-0.101802	0.001996
98	0.730361	-0.101779	0.002104
99	0.330331	-0.201839	0.001872
100	0.430335	-0.201821	0.001972
101	0.530345	-0.201812	0.002075
102	0.630364	-0.201795	0.002173
103	0.730375	-0.201778	0.002291
104	0.330346	-0.301853	0.002040
105	0.430367	-0.301830	0.002134
106	0.530373	-0.301806	0.002256
107	0.630391	-0.301787	0.002346
108	0.730403	-0.301770	0.002457
109	0.330368	-0.401851	0.002200
110	0.430383	-0.401821	0.002317
111	0.530391	-0.401795	0.002426
112	0.630414	-0.401780	0.002531
113	-0.520108	0.098440	0.250368
114	-0.470122	0.098453	0.250426
115	-0.420123	0.098458	0.250473
116	-0.520100	0.048450	0.250449
117	-0.420119	0.048467	0.250579
118	-0.520088	-0.001553	0.250543
119	-0.470103	-0.001546	0.250598
120	-0.420093	-0.001537	0.250648
121	-0.170093	0.398318	0.150239
122	-0.120097	0.398323	0.150295
123	-0.070097	0.398340	0.150358
124	-0.170085	0.348325	0.150329
125	-0.070094	0.348352	0.150429
126	-0.170078	0.298321	0.150420
127	-0.120069	0.298326	0.150469
128	-0.070081	0.298343	0.150526
129	0.130016	0.398371	0.150582
130	0.180022	0.398386	0.150617
131	0.229892	0.398393	0.150689
132	0.130030	0.348384	0.150662
133	0.229902	0.348403	0.150769
134	0.130039	0.298381	0.150754
135	0.180042	0.298392	0.150798
136	0.229911	0.298405	0.150866
137	0.479958	0.098623	0.251486
138	0.529948	0.098632	0.251532
139	0.579821	0.098647	0.251588
140	0.479966	0.048639	0.251576
141	0.579836	0.048655	0.251683
142	0.479965	-0.001369	0.251651
143	0.529966	-0.001362	0.251713
144	0.579837	-0.001355	0.251764
145	0.130128	-0.201593	0.151642
146	0.180136	-0.201592	0.151674
147	0.230001	-0.201567	0.151750
148	0.130134	-0.251587	0.151719
149	0.230010	-0.251573	0.151832
150	0.130160	-0.301590	0.151798
151	0.180149	-0.301582	0.151854
152	0.230023	-0.301572	0.151924
153	-0.169854	-0.201657	0.151294
154	-0.119852	-0.201648	0.151347
155	-0.069987	-0.201626	0.151393
156	-0.169845	-0.251651	0.151375
157	-0.069975	-0.251625	0.151485
158	-0.169834	-0.301646	0.151471
159	-0.119844	-0.301637	0.151519
160	-0.069971	-0.301630	0.151582
